FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0019804	FBgn0027932	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr::tor	Akap200	gg	
FBgn0001624	FBgn0003205	FBrf0168030	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0168030.html	dlg1	Ras85D	gg	
FBgn0001168	FBgn0004618	FBrf0087580	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087580.html	h	gl	gg	
FBgn0003862	FBgn0010825	FBrf0180288	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180288.html	trx	Gug	gg	
FBgn0039644	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	CG11897	Nsf2	gg	
FBgn0003169	FBgn0263930	FBrf0136852	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0136852.html	put	dally	gg	
FBgn0000439	FBgn0261617	FBrf0105823	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105823.html	Dfd	nej	gg	
FBgn0001085	FBgn0010194	FBrf0192599	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0192599.html	fz	Wnt5	gg	
FBgn0011655	FBgn0030600	FBrf0175022	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0175022.html	Med	hiw	gg	
FBgn0003489	FBgn0004652	FBrf0155804	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155804.html	sprd	fru	gg	
FBgn0024846	FBgn0265193	FBrf0188065	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188065.html	p38b	Atf-2	gg	
FBgn0004647	FBgn0019821	FBrf0090844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090844.html	N	eZ6	gg	
FBgn0000233	FBgn0041763	FBrf0128636	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128636.html	btd	btd::Hsap\SP1	gg	
FBgn0042647	FBgn0260400	FBrf0129947	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129947.html	elav::Rbp9	elav	gg	
FBgn0003053	FBgn0013671	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	ms(3)neo94	gg	
FBgn0013764	FBgn0261885	"FBrf0157156, FBrf0139604"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0157156.html, http://flybase.net/reports/FBrf0139604.html"	Chi	osa	gg	
FBgn0005558	FBgn0005677	"FBrf0128567, FBrf0106322"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0128567.html, http://flybase.net/reports/FBrf0106322.html"	ey	dac	gg	
FBgn0003079	FBgn0014889	FBrf0073777	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0073777.html	Raf	Su(phl)9	gg	
FBgn0000017	FBgn0000464	"FBrf0108074, FBrf0152273"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0108074.html, http://flybase.net/reports/FBrf0152273.html"	Abl	Lar	gg	
FBgn0003285	FBgn0044094	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	E(rst)D184	gg	
FBgn0000591	FBgn0001139	"FBrf0055903, FBrf0099460, FBrf0048232"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0055903.html, http://flybase.net/reports/FBrf0099460.html, http://flybase.net/reports/FBrf0048232.html"	E(spl)m8-HLH	gro	gg	
FBgn0000662	FBgn0003944	FBrf0107631	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107631.html	fl(2)d	Ubx	gg	
FBgn0040505	FBgn0086677	FBrf0173097	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0173097.html	Alk	jeb	gg	
FBgn0003129	FBgn0010382	FBrf0138373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138373.html	Poxm	CycE	gg	
FBgn0005677	FBgn0010382	FBrf0138373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138373.html	dac	CycE	gg	
FBgn0259108	FBgn0266579	FBrf0188078	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188078.html	futsch	tau	gg	
FBgn0003117	FBgn0266053	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	Patr-1	gg	
FBgn0000250	FBgn0036752	FBrf0188209	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188209.html	cact	Adgf-A	gg	
FBgn0003256	FBgn0243512	FBrf0102702	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102702.html	rl	puc	gg	
FBgn0015402	FBgn0043070	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr	MESK2	gg	
FBgn0003870	FBgn0015402	FBrf0099341	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099341.html	ttk	ksr	gg	
FBgn0000154	FBgn0002685	FBrf0063315	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0063315.html	B	mb	gg	
FBgn0015946	FBgn0264895	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	grim	RapGAP1	gg	
FBgn0003870	FBgn0263107	FBrf0149016	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149016.html	ttk	bft	gg	
FBgn0010109	FBgn0264270	FBrf0074350	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0074350.html	dpn	Sxl	gg	
FBgn0027590	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	GstE12	L	gg	
FBgn0004009	FBgn0004647	"FBrf0123050, FBrf0076942, FBrf0122979, FBrf0098202, FBrf0090480"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0123050.html, http://flybase.net/reports/FBrf0076942.html, http://flybase.net/reports/FBrf0122979.html, http://flybase.net/reports/FBrf0098202.html, http://flybase.net/reports/FBrf0090480.html"	wg	N	gg	
FBgn0003612	FBgn0043903	FBrf0151938	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151938.html	Su(var)2-10	dome	gg	
FBgn0004635	FBgn0010433	FBrf0148967	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0148967.html	rho	ato	gg	
FBgn0001291	FBgn0003366	"FBrf0095439, FBrf0076034"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0095439.html, http://flybase.net/reports/FBrf0076034.html"	Jra	sev	gg	
FBgn0013469	FBgn0015946	"FBrf0190751, FBrf0179423"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0190751.html, http://flybase.net/reports/FBrf0179423.html"	klu	grim	gg	
FBgn0001308	FBgn0029182	FBrf0112115	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0112115.html	Khc	E(Khc)ek5	gg	
FBgn0000320	FBgn0003256	FBrf0141456	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141456.html	eya	rl	gg	
FBgn0002121	FBgn0265434	FBrf0132417	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132417.html	l(2)gl	zip	gg	
FBgn0003079	FBgn0003118	"FBrf0074056, FBrf0125429, FBrf0131405, FBrf0161068"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0074056.html, http://flybase.net/reports/FBrf0125429.html, http://flybase.net/reports/FBrf0131405.html, http://flybase.net/reports/FBrf0161068.html"	Raf	pnt	gg	
FBgn0003117	FBgn0086372	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	lap	gg	
FBgn0004009	FBgn0026209	FBrf0106418	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106418.html	wg	limo	gg	
FBgn0041097	FBgn0264089	FBrf0156020	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0156020.html	robo3	sli	gg	
FBgn0033483	FBgn0084797	FBrf0190722	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190722.html	egr	G56	gg	
FBgn0005592	FBgn0027889	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl	ball	gg	
FBgn0001981	FBgn0004106	FBrf0087329	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087329.html	esg	Cdk1	gg	
FBgn0002945	FBgn0086356	"FBrf0154663, FBrf0188508"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0154663.html, http://flybase.net/reports/FBrf0188508.html"	nkd	tum	gg	
FBgn0000015	FBgn0003862	FBrf0093606	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0093606.html	Abd-B	trx	gg	
FBgn0000273	FBgn0003371	FBrf0107937	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107937.html	Pka-C1	sgg	gg	
FBgn0003041	FBgn0020309	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	crol	gg	
FBgn0000212	FBgn0004635	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	brm	rho	gg	
FBgn0003169	FBgn0024234	"FBrf0194511, FBrf0102634"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0194511.html, http://flybase.net/reports/FBrf0102634.html"	put	gbb	gg	
FBgn0010333	FBgn0015838	FBrf0129802	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129802.html	Rac1	Vang	gg	
FBgn0000625	FBgn0004956	FBrf0179159	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0179159.html	eyg	upd1	gg	
FBgn0002552	FBgn0004644	FBrf0086918	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086918.html	lin	hh	gg	
FBgn0003646	FBgn0004050	FBrf0026500	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0026500.html	Su(z)4	z	gg	
FBgn0010333	FBgn0025740	FBrf0139777	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139777.html	Rac1	PlexB	gg	
FBgn0000117	FBgn0003391	"FBrf0123026, FBrf0104794, FBrf0191998, FBrf0141596, FBrf0135779, FBrf0102617"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0123026.html, http://flybase.net/reports/FBrf0104794.html, http://flybase.net/reports/FBrf0191998.html, http://flybase.net/reports/FBrf0141596.html, http://flybase.net/reports/FBrf0135779.html, http://flybase.net/reports/FBrf0102617.html"	arm	shg	gg	
FBgn0000394	FBgn0024234	FBrf0183951	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183951.html	cv	gbb	gg	
FBgn0000547	FBgn0004569	"FBrf0160869, FBrf0160973, FBrf0134572, FBrf0101230"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0160869.html, http://flybase.net/reports/FBrf0160973.html, http://flybase.net/reports/FBrf0134572.html, http://flybase.net/reports/FBrf0101230.html"	ed	aos	gg	
FBgn0003366	FBgn0013725	FBrf0079990	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0079990.html	sev	phyl	gg	
FBgn0026181	FBgn0041203	"FBrf0174477, FBrf0180582"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0174477.html, http://flybase.net/reports/FBrf0180582.html"	Rok	LIMK1	gg	
FBgn0023095	FBgn0265598	FBrf0139604	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139604.html	caps	Bx	gg	
FBgn0003944	FBgn0010825	FBrf0180288	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180288.html	Ubx	Gug	gg	
FBgn0003731	FBgn0010902	FBrf0190765	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190765.html	Egfr	l(3)06803	gg	
FBgn0011604	FBgn0027620	FBrf0167612	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167612.html	Iswi	Acf	gg	
FBgn0003079	FBgn0016731	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	Raf	SR3-10	gg	
FBgn0015402	FBgn0021818	FBrf0131405	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131405.html	ksr	cnk	gg	
FBgn0004108	FBgn0264975	FBrf0100805	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100805.html	Nrt	Nrg	gg	
FBgn0003371	FBgn0032693	FBrf0190145	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190145.html	sgg	Cyp310a1	gg	
FBgn0000575	FBgn0003117	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	emc	pnr	gg	
FBgn0001965	FBgn0003731	"FBrf0058535, FBrf0108171, FBrf0090844"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0058535.html, http://flybase.net/reports/FBrf0108171.html, http://flybase.net/reports/FBrf0090844.html"	Sos	Egfr	gg	
FBgn0026358	FBgn0264959	FBrf0107534	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107534.html	Su(SuRaf1)1	Src42A	gg	
FBgn0000490	FBgn0283468	FBrf0187475	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187475.html	dpp	slmb	gg	
FBgn0005666	FBgn0016076	FBrf0160992	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160992.html	bt	vri	gg	
FBgn0086288	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	GS2285	Nsf2	gg	
FBgn0002717	FBgn0003996	FBrf0147069	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147069.html	mel	w	gg	
FBgn0001137	FBgn0003475	FBrf0049805	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0049805.html	grk	spir	gg	
FBgn0003444	FBgn0083264	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)529	gg	
FBgn0003205	FBgn0003731	"FBrf0139680, FBrf0058535, FBrf0158996, FBrf0091163"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0139680.html, http://flybase.net/reports/FBrf0058535.html, http://flybase.net/reports/FBrf0158996.html, http://flybase.net/reports/FBrf0091163.html"	Ras85D	Egfr	gg	
FBgn0022739	FBgn0041171	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl::Egfr	ago	gg	
FBgn0000405	FBgn0003087	FBrf0183929	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183929.html	CycB	pim	gg	
FBgn0000667	FBgn0016076	FBrf0160992	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160992.html	Actn	vri	gg	
FBgn0003996	FBgn0020056	FBrf0054964	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054964.html	w	E(w<up>a</up>)736	gg	
FBgn0003041	FBgn0004373	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	fwd	gg	
FBgn0000479	FBgn0001297	FBrf0147170	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147170.html	dnc	kay	gg	
FBgn0003996	FBgn0020052	FBrf0054964	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054964.html	w	E(w<up>a</up>)829	gg	
FBgn0000405	FBgn0261797	FBrf0155492	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155492.html	CycB	Dhc64C	gg	
FBgn0004864	FBgn0267487	FBrf0188561	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188561.html	hop	Ptp61F	gg	
FBgn0003117	FBgn0062677	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	EP2416	gg	
FBgn0003118	FBgn0015946	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	pnt	grim	gg	
FBgn0001169	FBgn0015946	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	grim	gg	
FBgn0014033	FBgn0243514	FBrf0189912	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0189912.html	Sr-CI	eater	gg	
FBgn0004198	FBgn0266521	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	stai	gg	
FBgn0002914	FBgn0011766	FBrf0151924	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151924.html	Myb	E2f1	gg	
FBgn0015279	FBgn0084094	FBrf0190712	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190712.html	Pi3K92E	E-3c1	gg	
FBgn0010382	FBgn0263289	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	scrib	gg	
FBgn0000289	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	cg	rho	gg	
FBgn0260642	FBgn0262029	FBrf0065316	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0065316.html	Antp	d	gg	
FBgn0003205	FBgn0003285	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	Ras85D	rst	gg	
FBgn0086655	FBgn0264075	FBrf0148962	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0148962.html	jing	tgo	gg	
FBgn0004956	FBgn0085443	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	spri	gg	
FBgn0004860	FBgn0015904	FBrf0102846	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102846.html	ph-d	ara	gg	
FBgn0003444	FBgn0083259	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)871	gg	
FBgn0003861	FBgn0032593	FBrf0128686	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128686.html	trp	Trpë_	gg	
FBgn0000015	FBgn0265623	FBrf0111986	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111986.html	Abd-B	Su(z)2	gg	
FBgn0011300	FBgn0085450	FBrf0199308	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199308.html	babo	Snoo	gg	
FBgn0001077	FBgn0082677	FBrf0180288	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180288.html	ftz	E(ftz)5303	gg	
FBgn0013343	FBgn0033912	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Syx1A	RpS23	gg	
FBgn0005558	FBgn0250823	FBrf0145174	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145174.html	ey	gish	gg	
FBgn0000463	FBgn0038325	FBrf0145130	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145130.html	Dl	Atg4b	gg	
FBgn0003205	FBgn0013726	FBrf0139680	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139680.html	Ras85D	pnut	gg	
FBgn0002774	FBgn0003392	FBrf0134732	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134732.html	mle	shi	gg	
FBgn0001965	FBgn0014384	FBrf0108171	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108171.html	Sos	sev::tor	gg	
FBgn0011648	FBgn0085450	FBrf0193040	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193040.html	Mad	Snoo	gg	
FBgn0000140	FBgn0003256	FBrf0102574	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102574.html	asp	rl	gg	
FBgn0003339	FBgn0005386	FBrf0080053	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0080053.html	Scr	ash1	gg	
FBgn0000273	FBgn0004644	"FBrf0080421, FBrf0127415"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0080421.html, http://flybase.net/reports/FBrf0127415.html"	Pka-C1	hh	gg	
FBgn0000711	FBgn0026402	"FBrf0158995, FBrf0155560"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0158995.html, http://flybase.net/reports/FBrf0155560.html"	flw	NiPp1	gg	
FBgn0002781	FBgn0023161	FBrf0099893	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099893.html	mod(mdg4)	Su(mg)1-7	gg	
FBgn0069448	FBgn0283451	FBrf0167639	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167639.html	E(br)24	br	gg	
FBgn0004647	FBgn0261953	FBrf0134566	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134566.html	N	TfAP-2	gg	
FBgn0000439	FBgn0001428	FBrf0105823	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105823.html	Dfd	stout	gg	
FBgn0041203	FBgn0283451	FBrf0174477	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174477.html	LIMK1	br	gg	
FBgn0000635	FBgn0004657	FBrf0151260	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151260.html	Fas2	mys	gg	
FBgn0033159	FBgn0267698	FBrf0128634	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128634.html	Dscam1	Pak	gg	
FBgn0003339	FBgn0005624	FBrf0080053	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0080053.html	Scr	Psc	gg	
FBgn0005386	FBgn0261823	FBrf0129826	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129826.html	ash1	Asx	gg	
FBgn0003721	FBgn0046123	FBrf0137253	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0137253.html	Tm1	E(To)12	gg	
FBgn0002781	FBgn0023165	FBrf0099893	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099893.html	mod(mdg4)	Su(mg)1-2	gg	
FBgn0015557	FBgn0033402	FBrf0155935	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155935.html	tor::tub	Myd88	gg	
FBgn0000158	FBgn0024177	FBrf0167524	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167524.html	bam	zpg	gg	
FBgn0001291	FBgn0003716	FBrf0095018	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0095018.html	Jra	tkv	gg	
FBgn0003716	FBgn0085450	"FBrf0199308, FBrf0193040"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0199308.html, http://flybase.net/reports/FBrf0193040.html"	tkv	Snoo	gg	
FBgn0003117	FBgn0005632	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	faf	gg	
FBgn0000097	FBgn0001169	"FBrf0190751, FBrf0149093"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0190751.html, http://flybase.net/reports/FBrf0149093.html"	aop	H	gg	
FBgn0001291	FBgn0003205	FBrf0089778	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0089778.html	Jra	Ras85D	gg	
FBgn0005386	FBgn0262976	FBrf0111197	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111197.html	ash1	lawc	gg	
FBgn0004644	FBgn0005355	FBrf0105900	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105900.html	hh	Su(fu)	gg	
FBgn0002466	FBgn0003041	"FBrf0180157, FBrf0199094"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0180157.html, http://flybase.net/reports/FBrf0199094.html"	sti	pbl	gg	
FBgn0000117	FBgn0243512	"FBrf0128573, FBrf0129777"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0128573.html, http://flybase.net/reports/FBrf0129777.html"	arm	puc	gg	
FBgn0010269	FBgn0262866	FBrf0194603	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194603.html	Dsor1	S6kII	gg	
FBgn0000241	FBgn0067871	FBrf0162143	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162143.html	bw	Mod(Prat:bw)3-4	gg	
FBgn0003118	FBgn0011758	FBrf0104448	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104448.html	pnt	B-H1	gg	
FBgn0003044	FBgn0003334	FBrf0079925	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0079925.html	Pcl	Scm	gg	
FBgn0000560	FBgn0003256	FBrf0149096	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149096.html	eg	rl	gg	
FBgn0013984	FBgn0026317	FBrf0135685	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135685.html	InR	Tsc1	gg	
FBgn0004110	FBgn0004606	FBrf0131289	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131289.html	tin	zfh1	gg	
FBgn0001308	FBgn0002774	FBrf0086466	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086466.html	Khc	mle	gg	
FBgn0024814	FBgn0037218	FBrf0193261	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193261.html	Clc	aux	gg	
FBgn0002641	FBgn0263241	FBrf0027911	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0027911.html	mal	Mocs1	gg	
FBgn0004620	FBgn0264607	FBrf0160587	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0160587.html	GluRIIA	CaMKII	gg	
FBgn0000114	FBgn0003015	"FBrf0098905, FBrf0157198"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0098905.html, http://flybase.net/reports/FBrf0157198.html"	aret	osk	gg	
FBgn0003295	FBgn0003731	FBrf0128677	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128677.html	ru	Egfr	gg	
FBgn0037203	FBgn0283472	FBrf0161991	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0161991.html	slif	S6k	gg	
FBgn0004907	FBgn0039044	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	14-3-3ë¦	p53	gg	
FBgn0038465	FBgn0243512	FBrf0183868	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183868.html	Irc	puc	gg	
FBgn0000117	FBgn0267825	FBrf0192707	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0192707.html	arm	L	gg	
FBgn0016076	FBgn0016694	FBrf0155598	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155598.html	vri	Pdp1	gg	
FBgn0003310	FBgn0261458	FBrf0167499	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167499.html	S	capt	gg	
FBgn0003205	FBgn0050476	FBrf0190559	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190559.html	Ras85D	ave	gg	
FBgn0001086	FBgn0034937	FBrf0151839	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151839.html	fzy	fzr2	gg	
FBgn0004861	FBgn0005592	FBrf0083917	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0083917.html	ph-p	btl	gg	
FBgn0003041	FBgn0024191	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	sip1	gg	
FBgn0004050	FBgn0087008	FBrf0080045	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0080045.html	z	e(y)3	gg	
FBgn0004956	FBgn0027339	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	jim	gg	
FBgn0002567	FBgn0003996	FBrf0147069	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147069.html	Rab32	w	gg	
FBgn0000097	FBgn0010269	FBrf0087493	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0087493.html	aop	Dsor1	gg	
FBgn0003053	FBgn0263120	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	Acsl	gg	
FBgn0003502	FBgn0033988	"FBrf0187565, FBrf0151262, FBrf0195055"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0187565.html, http://flybase.net/reports/FBrf0151262.html, http://flybase.net/reports/FBrf0195055.html"	Btk29A	pcs	gg	
FBgn0003118	FBgn0010382	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	pnt	CycE	gg	
FBgn0000409	FBgn0086907	FBrf0190354	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190354.html	Cyt-c-p	Cyt-c-d	gg	
FBgn0015946	FBgn0039044	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	grim	p53	gg	
